Simulator streaming data to projects/project-44e3d7cf-953b-4eaa-b79/topics/ev-telemetry-raw... Press Ctrl+C to stop.
→ Published: EVSE-001 | V=389.0V | Temp=34.5C | Fault=None
→ Published: EVSE-002 | V=387.5V | Temp=32.6C | Fault=None
→ Published: EVSE-003 | V=402.3V | Temp=24.6C | Fault=None
→ Published: EVSE-004 | V=397.3V | Temp=44.6C | Fault=None
→ Published: EVSE-005 | V=408.6V | Temp=43.1C | Fault=None
→ Published: EVSE-001 | V=387.8V | Temp=20.3C | Fault=None
→ Published: EVSE-002 | V=418.2V | Temp=35.0C | Fault=None
→ Published: EVSE-003 | V=399.0V | Temp=35.4C | Fault=None
→ Published: EVSE-004 | V=383.5V | Temp=42.9C | Fault=None
→ Published: EVSE-005 | V=407.2V | Temp=35.7C | Fault=None
→ Published: EVSE-001 | V=395.3V | Temp=42.3C | Fault=None
→ Published: EVSE-002 | V=245.3V | Temp=81.2C | Fault=F001_OVERHEAT
→ Published: EVSE-003 | V=392.6V | Temp=35.7C | Fault=None
→ Published: EVSE-004 | V=392.9V | Temp=38.2C | Fault=None
→ Published: EVSE-005 | V=412.1V | Temp=39.4C | Fault=None
→ Published: EVSE-001 | V=406.1V | Temp=39.4C | Fault=None
→ Published: EVSE-002 | V=404.7V | Temp=31.2C | Fault=None
→ Published: EVSE-003 | V=401.6V | Temp=43.7C | Fault=None
→ Published: EVSE-004 | V=396.9V | Temp=36.4C | Fault=None
→ Published: EVSE-005 | V=388.5V | Temp=28.7C | Fault=None
→ Published: EVSE-001 | V=398.4V | Temp=40.4C | Fault=None
→ Published: EVSE-002 | V=382.3V | Temp=29.5C | Fault=None
→ Published: EVSE-003 | V=410.4V | Temp=23.3C | Fault=None
→ Published: EVSE-004 | V=237.6V | Temp=69.3C | Fault=F002_UNDERVOLT
→ Published: EVSE-005 | V=388.7V | Temp=43.1C | Fault=None
→ Published: EVSE-001 | V=416.4V | Temp=42.1C | Fault=None
→ Published: EVSE-002 | V=398.4V | Temp=23.4C | Fault=None
→ Published: EVSE-003 | V=396.9V | Temp=41.4C | Fault=None
→ Published: EVSE-004 | V=387.0V | Temp=25.3C | Fault=None
→ Published: EVSE-005 | V=388.8V | Temp=36.1C | Fault=None
→ Published: EVSE-001 | V=390.6V | Temp=37.0C | Fault=None
→ Published: EVSE-002 | V=395.9V | Temp=32.4C | Fault=None
→ Published: EVSE-003 | V=405.2V | Temp=25.7C | Fault=None
→ Published: EVSE-004 | V=398.2V | Temp=38.0C | Fault=None
→ Published: EVSE-005 | V=382.0V | Temp=35.8C | Fault=None
→ Published: EVSE-001 | V=418.2V | Temp=30.4C | Fault=None
→ Published: EVSE-002 | V=384.8V | Temp=34.6C | Fault=None
→ Published: EVSE-003 | V=395.7V | Temp=26.3C | Fault=None
→ Published: EVSE-004 | V=414.0V | Temp=32.5C | Fault=None
→ Published: EVSE-005 | V=415.7V | Temp=26.9C | Fault=None
→ Published: EVSE-001 | V=392.6V | Temp=42.6C | Fault=None
→ Published: EVSE-002 | V=397.5V | Temp=32.5C | Fault=None
→ Published: EVSE-003 | V=385.2V | Temp=25.2C | Fault=None
→ Published: EVSE-004 | V=415.9V | Temp=23.1C | Fault=None
→ Published: EVSE-005 | V=416.4V | Temp=41.5C | Fault=None
→ Published: EVSE-001 | V=403.1V | Temp=29.6C | Fault=None
→ Published: EVSE-002 | V=384.3V | Temp=34.7C | Fault=None
→ Published: EVSE-003 | V=386.1V | Temp=34.9C | Fault=None
→ Published: EVSE-004 | V=381.4V | Temp=22.0C | Fault=None
→ Published: EVSE-005 | V=411.1V | Temp=35.3C | Fault=None
→ Published: EVSE-001 | V=383.9V | Temp=44.8C | Fault=None
→ Published: EVSE-002 | V=393.3V | Temp=35.4C | Fault=None
→ Published: EVSE-003 | V=394.9V | Temp=28.0C | Fault=None
→ Published: EVSE-004 | V=407.0V | Temp=33.2C | Fault=None
→ Published: EVSE-005 | V=413.1V | Temp=28.1C | Fault=None
→ Published: EVSE-001 | V=401.8V | Temp=38.9C | Fault=None
→ Published: EVSE-002 | V=415.0V | Temp=24.9C | Fault=None
→ Published: EVSE-003 | V=412.0V | Temp=26.8C | Fault=None
→ Published: EVSE-004 | V=392.5V | Temp=41.2C | Fault=None
→ Published: EVSE-005 | V=393.1V | Temp=44.8C | Fault=None
→ Published: EVSE-001 | V=382.1V | Temp=30.4C | Fault=None
→ Published: EVSE-002 | V=402.7V | Temp=39.2C | Fault=None
→ Published: EVSE-003 | V=405.7V | Temp=28.3C | Fault=None
→ Published: EVSE-004 | V=413.3V | Temp=39.2C | Fault=None
→ Published: EVSE-005 | V=410.7V | Temp=31.3C | Fault=None
→ Published: EVSE-001 | V=392.0V | Temp=35.5C | Fault=None
→ Published: EVSE-002 | V=272.3V | Temp=89.3C | Fault=F002_UNDERVOLT
→ Published: EVSE-003 | V=413.7V | Temp=20.0C | Fault=None
→ Published: EVSE-004 | V=399.5V | Temp=31.5C | Fault=None
→ Published: EVSE-005 | V=397.3V | Temp=35.2C | Fault=None
→ Published: EVSE-001 | V=403.3V | Temp=22.5C | Fault=None
→ Published: EVSE-002 | V=407.0V | Temp=33.5C | Fault=None
→ Published: EVSE-003 | V=398.6V | Temp=28.2C | Fault=None
→ Published: EVSE-004 | V=419.9V | Temp=42.4C | Fault=None
→ Published: EVSE-005 | V=413.8V | Temp=28.3C | Fault=None
→ Published: EVSE-001 | V=419.3V | Temp=33.0C | Fault=None
→ Published: EVSE-002 | V=380.5V | Temp=39.4C | Fault=None
→ Published: EVSE-003 | V=385.0V | Temp=21.7C | Fault=None
→ Published: EVSE-004 | V=286.4V | Temp=85.8C | Fault=F001_OVERHEAT
→ Published: EVSE-005 | V=417.1V | Temp=37.0C | Fault=None
→ Published: EVSE-001 | V=388.5V | Temp=21.9C | Fault=None
→ Published: EVSE-002 | V=394.8V | Temp=30.6C | Fault=None
→ Published: EVSE-003 | V=399.9V | Temp=32.6C | Fault=None
→ Published: EVSE-004 | V=418.4V | Temp=35.1C | Fault=None
→ Published: EVSE-005 | V=396.7V | Temp=33.8C | Fault=None
→ Published: EVSE-001 | V=408.3V | Temp=25.9C | Fault=None
→ Published: EVSE-002 | V=387.0V | Temp=21.0C | Fault=None
→ Published: EVSE-003 | V=219.7V | Temp=69.3C | Fault=F001_OVERHEAT
→ Published: EVSE-004 | V=396.5V | Temp=24.5C | Fault=None
→ Published: EVSE-005 | V=418.2V | Temp=37.0C | Fault=None
→ Published: EVSE-001 | V=380.9V | Temp=44.7C | Fault=None
→ Published: EVSE-002 | V=407.2V | Temp=20.3C | Fault=None
→ Published: EVSE-003 | V=392.6V | Temp=40.5C | Fault=None
→ Published: EVSE-004 | V=380.5V | Temp=39.3C | Fault=None
→ Published: EVSE-005 | V=418.3V | Temp=37.7C | Fault=None
→ Published: EVSE-001 | V=396.9V | Temp=43.8C | Fault=None
→ Published: EVSE-002 | V=396.6V | Temp=29.4C | Fault=None
→ Published: EVSE-003 | V=390.8V | Temp=39.9C | Fault=None
→ Published: EVSE-004 | V=409.0V | Temp=40.4C | Fault=None
→ Published: EVSE-005 | V=414.1V | Temp=45.0C | Fault=None
→ Published: EVSE-001 | V=397.0V | Temp=42.1C | Fault=None
→ Published: EVSE-002 | V=415.3V | Temp=25.0C | Fault=None
→ Published: EVSE-003 | V=410.8V | Temp=39.2C | Fault=None
→ Published: EVSE-004 | V=392.4V | Temp=38.2C | Fault=None
→ Published: EVSE-005 | V=419.2V | Temp=34.8C | Fault=None
→ Published: EVSE-001 | V=392.2V | Temp=39.4C | Fault=None
→ Published: EVSE-002 | V=404.3V | Temp=34.4C | Fault=None
→ Published: EVSE-003 | V=409.6V | Temp=27.5C | Fault=None
→ Published: EVSE-004 | V=380.5V | Temp=22.9C | Fault=None
→ Published: EVSE-005 | V=388.1V | Temp=43.3C | Fault=None
→ Published: EVSE-001 | V=409.7V | Temp=38.9C | Fault=None
→ Published: EVSE-002 | V=406.7V | Temp=39.4C | Fault=None
→ Published: EVSE-003 | V=413.1V | Temp=21.6C | Fault=None
→ Published: EVSE-004 | V=410.6V | Temp=27.2C | Fault=None
→ Published: EVSE-005 | V=398.8V | Temp=42.9C | Fault=None
→ Published: EVSE-001 | V=392.5V | Temp=20.3C | Fault=None
→ Published: EVSE-002 | V=406.6V | Temp=31.0C | Fault=None
→ Published: EVSE-003 | V=395.7V | Temp=43.8C | Fault=None
→ Published: EVSE-004 | V=387.0V | Temp=30.8C | Fault=None
→ Published: EVSE-005 | V=398.9V | Temp=23.3C | Fault=None
→ Published: EVSE-001 | V=413.3V | Temp=43.6C | Fault=None
→ Published: EVSE-002 | V=393.5V | Temp=25.5C | Fault=None
→ Published: EVSE-003 | V=393.5V | Temp=40.0C | Fault=None
→ Published: EVSE-004 | V=267.3V | Temp=67.1C | Fault=F001_OVERHEAT
→ Published: EVSE-005 | V=389.2V | Temp=24.3C | Fault=None
→ Published: EVSE-001 | V=399.4V | Temp=35.5C | Fault=None
→ Published: EVSE-002 | V=402.3V | Temp=43.0C | Fault=None
→ Published: EVSE-003 | V=380.9V | Temp=38.3C | Fault=None
→ Published: EVSE-004 | V=407.2V | Temp=40.5C | Fault=None
→ Published: EVSE-005 | V=391.8V | Temp=31.9C | Fault=None
→ Published: EVSE-001 | V=417.2V | Temp=36.6C | Fault=None
→ Published: EVSE-002 | V=402.9V | Temp=38.0C | Fault=None
→ Published: EVSE-003 | V=419.5V | Temp=33.5C | Fault=None
→ Published: EVSE-004 | V=395.9V | Temp=33.8C | Fault=None
→ Published: EVSE-005 | V=418.1V | Temp=31.6C | Fault=None
→ Published: EVSE-001 | V=417.8V | Temp=27.0C | Fault=None
→ Published: EVSE-002 | V=387.5V | Temp=43.5C | Fault=None
→ Published: EVSE-003 | V=289.4V | Temp=83.8C | Fault=F001_OVERHEAT
→ Published: EVSE-004 | V=396.9V | Temp=30.1C | Fault=None
→ Published: EVSE-005 | V=415.5V | Temp=33.1C | Fault=None
→ Published: EVSE-001 | V=395.9V | Temp=27.9C | Fault=None
→ Published: EVSE-002 | V=392.0V | Temp=22.5C | Fault=None
→ Published: EVSE-003 | V=406.8V | Temp=27.8C | Fault=None
→ Published: EVSE-004 | V=406.9V | Temp=44.9C | Fault=None
→ Published: EVSE-005 | V=304.1V | Temp=84.2C | Fault=F001_OVERHEAT
→ Published: EVSE-001 | V=398.6V | Temp=27.5C | Fault=None
→ Published: EVSE-002 | V=388.3V | Temp=29.8C | Fault=None
→ Published: EVSE-003 | V=409.4V | Temp=35.1C | Fault=None
→ Published: EVSE-004 | V=383.9V | Temp=42.4C | Fault=None
→ Published: EVSE-005 | V=419.9V | Temp=23.3C | Fault=None
→ Published: EVSE-001 | V=394.5V | Temp=40.6C | Fault=None
→ Published: EVSE-002 | V=419.5V | Temp=44.5C | Fault=None
→ Published: EVSE-003 | V=386.2V | Temp=34.8C | Fault=None
→ Published: EVSE-004 | V=383.4V | Temp=35.2C | Fault=None
→ Published: EVSE-005 | V=400.2V | Temp=33.4C | Fault=None
→ Published: EVSE-001 | V=402.8V | Temp=33.5C | Fault=None
→ Published: EVSE-002 | V=394.1V | Temp=33.7C | Fault=None
→ Published: EVSE-003 | V=401.3V | Temp=32.9C | Fault=None
→ Published: EVSE-004 | V=411.9V | Temp=40.5C | Fault=None
→ Published: EVSE-005 | V=389.4V | Temp=27.1C | Fault=None
→ Published: EVSE-001 | V=392.1V | Temp=21.8C | Fault=None
→ Published: EVSE-002 | V=385.7V | Temp=43.3C | Fault=None
→ Published: EVSE-003 | V=418.4V | Temp=41.3C | Fault=None
→ Published: EVSE-004 | V=389.5V | Temp=22.0C | Fault=None
→ Published: EVSE-005 | V=382.8V | Temp=41.5C | Fault=None
→ Published: EVSE-001 | V=412.2V | Temp=20.7C | Fault=None
→ Published: EVSE-002 | V=389.3V | Temp=21.9C | Fault=None
→ Published: EVSE-003 | V=280.5V | Temp=84.1C | Fault=F001_OVERHEAT
→ Published: EVSE-004 | V=405.8V | Temp=39.7C | Fault=None
→ Published: EVSE-005 | V=394.5V | Temp=29.4C | Fault=None
→ Published: EVSE-001 | V=403.5V | Temp=25.8C | Fault=None
→ Published: EVSE-002 | V=415.2V | Temp=41.6C | Fault=None
→ Published: EVSE-003 | V=400.1V | Temp=23.5C | Fault=None
→ Published: EVSE-004 | V=409.8V | Temp=40.6C | Fault=None
→ Published: EVSE-005 | V=406.9V | Temp=42.9C | Fault=None
→ Published: EVSE-001 | V=381.0V | Temp=25.5C | Fault=None
→ Published: EVSE-002 | V=416.2V | Temp=31.0C | Fault=None
→ Published: EVSE-003 | V=290.4V | Temp=73.9C | Fault=F002_UNDERVOLT
→ Published: EVSE-004 | V=393.6V | Temp=37.4C | Fault=None
→ Published: EVSE-005 | V=380.0V | Temp=22.7C | Fault=None
→ Published: EVSE-001 | V=416.8V | Temp=25.6C | Fault=None
→ Published: EVSE-002 | V=419.3V | Temp=38.9C | Fault=None
→ Published: EVSE-003 | V=385.5V | Temp=33.9C | Fault=None
→ Published: EVSE-004 | V=398.2V | Temp=22.5C | Fault=None
→ Published: EVSE-005 | V=393.1V | Temp=24.0C | Fault=None
→ Published: EVSE-001 | V=407.0V | Temp=40.5C | Fault=None
→ Published: EVSE-002 | V=391.1V | Temp=23.8C | Fault=None
→ Published: EVSE-003 | V=408.6V | Temp=31.8C | Fault=None
→ Published: EVSE-004 | V=390.3V | Temp=27.2C | Fault=None
→ Published: EVSE-005 | V=416.8V | Temp=37.7C | Fault=None
→ Published: EVSE-001 | V=383.2V | Temp=34.2C | Fault=None
→ Published: EVSE-002 | V=410.1V | Temp=28.5C | Fault=None
→ Published: EVSE-003 | V=381.9V | Temp=23.7C | Fault=None
→ Published: EVSE-004 | V=394.7V | Temp=43.0C | Fault=None
→ Published: EVSE-005 | V=383.4V | Temp=33.5C | Fault=None
→ Published: EVSE-001 | V=392.6V | Temp=36.6C | Fault=None
→ Published: EVSE-002 | V=399.0V | Temp=41.1C | Fault=None
→ Published: EVSE-003 | V=380.2V | Temp=22.2C | Fault=None
→ Published: EVSE-004 | V=382.2V | Temp=37.4C | Fault=None
→ Published: EVSE-005 | V=399.6V | Temp=30.1C | Fault=None
→ Published: EVSE-001 | V=406.7V | Temp=27.4C | Fault=None
→ Published: EVSE-002 | V=393.7V | Temp=41.3C | Fault=None
→ Published: EVSE-003 | V=404.1V | Temp=29.4C | Fault=None
→ Published: EVSE-004 | V=391.8V | Temp=31.0C | Fault=None
→ Published: EVSE-005 | V=411.4V | Temp=30.3C | Fault=None
→ Published: EVSE-001 | V=387.9V | Temp=20.0C | Fault=None
→ Published: EVSE-002 | V=385.9V | Temp=31.0C | Fault=None
→ Published: EVSE-003 | V=386.0V | Temp=29.2C | Fault=None
→ Published: EVSE-004 | V=387.2V | Temp=28.6C | Fault=None
→ Published: EVSE-005 | V=382.0V | Temp=27.5C | Fault=None
→ Published: EVSE-001 | V=408.0V | Temp=39.9C | Fault=None
→ Published: EVSE-002 | V=405.1V | Temp=21.4C | Fault=None
→ Published: EVSE-003 | V=401.0V | Temp=28.4C | Fault=None
→ Published: EVSE-004 | V=414.9V | Temp=36.4C | Fault=None
→ Published: EVSE-005 | V=395.9V | Temp=20.4C | Fault=None
→ Published: EVSE-001 | V=392.3V | Temp=23.5C | Fault=None
→ Published: EVSE-002 | V=409.6V | Temp=42.1C | Fault=None
→ Published: EVSE-003 | V=394.1V | Temp=36.3C | Fault=None
→ Published: EVSE-004 | V=409.7V | Temp=36.8C | Fault=None
→ Published: EVSE-005 | V=389.9V | Temp=22.5C | Fault=None
→ Published: EVSE-001 | V=414.0V | Temp=44.3C | Fault=None
→ Published: EVSE-002 | V=405.4V | Temp=41.9C | Fault=None
→ Published: EVSE-003 | V=417.5V | Temp=44.2C | Fault=None
→ Published: EVSE-004 | V=389.9V | Temp=23.0C | Fault=None
→ Published: EVSE-005 | V=403.3V | Temp=37.0C | Fault=None
→ Published: EVSE-001 | V=380.9V | Temp=28.3C | Fault=None
→ Published: EVSE-002 | V=382.0V | Temp=40.2C | Fault=None
→ Published: EVSE-003 | V=409.4V | Temp=26.4C | Fault=None
→ Published: EVSE-004 | V=405.6V | Temp=38.3C | Fault=None
→ Published: EVSE-005 | V=395.7V | Temp=25.4C | Fault=None
→ Published: EVSE-001 | V=392.3V | Temp=34.0C | Fault=None
→ Published: EVSE-002 | V=412.5V | Temp=34.2C | Fault=None
→ Published: EVSE-003 | V=413.1V | Temp=28.6C | Fault=None
→ Published: EVSE-004 | V=395.6V | Temp=28.9C | Fault=None
→ Published: EVSE-005 | V=412.4V | Temp=21.5C | Fault=None
→ Published: EVSE-001 | V=410.3V | Temp=29.1C | Fault=None
→ Published: EVSE-002 | V=305.6V | Temp=70.6C | Fault=F002_UNDERVOLT
→ Published: EVSE-003 | V=413.0V | Temp=27.3C | Fault=None
→ Published: EVSE-004 | V=412.2V | Temp=44.6C | Fault=None
→ Published: EVSE-005 | V=398.8V | Temp=39.0C | Fault=None
→ Published: EVSE-001 | V=416.0V | Temp=21.6C | Fault=None
→ Published: EVSE-002 | V=401.2V | Temp=25.7C | Fault=None
→ Published: EVSE-003 | V=400.7V | Temp=40.7C | Fault=None
→ Published: EVSE-004 | V=399.0V | Temp=35.3C | Fault=None
→ Published: EVSE-005 | V=417.3V | Temp=38.7C | Fault=None
→ Published: EVSE-001 | V=390.5V | Temp=40.6C | Fault=None
→ Published: EVSE-002 | V=387.1V | Temp=28.5C | Fault=None
→ Published: EVSE-003 | V=388.4V | Temp=42.3C | Fault=None
→ Published: EVSE-004 | V=408.4V | Temp=33.3C | Fault=None
→ Published: EVSE-005 | V=386.5V | Temp=44.3C | Fault=None
→ Published: EVSE-001 | V=405.9V | Temp=34.7C | Fault=None
→ Published: EVSE-002 | V=403.8V | Temp=41.4C | Fault=None
→ Published: EVSE-003 | V=395.6V | Temp=30.2C | Fault=None
→ Published: EVSE-004 | V=407.1V | Temp=40.1C | Fault=None
→ Published: EVSE-005 | V=386.2V | Temp=20.2C | Fault=None
→ Published: EVSE-001 | V=414.9V | Temp=27.0C | Fault=None
→ Published: EVSE-002 | V=393.2V | Temp=32.7C | Fault=None
→ Published: EVSE-003 | V=418.9V | Temp=21.3C | Fault=None
→ Published: EVSE-004 | V=419.5V | Temp=29.5C | Fault=None
→ Published: EVSE-005 | V=270.1V | Temp=86.3C | Fault=F002_UNDERVOLT
→ Published: EVSE-001 | V=384.3V | Temp=29.6C | Fault=None
→ Published: EVSE-002 | V=392.9V | Temp=20.4C | Fault=None
→ Published: EVSE-003 | V=398.6V | Temp=27.6C | Fault=None
→ Published: EVSE-004 | V=280.3V | Temp=81.1C | Fault=F001_OVERHEAT
→ Published: EVSE-005 | V=406.4V | Temp=43.2C | Fault=None
→ Published: EVSE-001 | V=396.0V | Temp=43.2C | Fault=None
→ Published: EVSE-002 | V=390.2V | Temp=28.1C | Fault=None
→ Published: EVSE-003 | V=410.1V | Temp=41.1C | Fault=None
→ Published: EVSE-004 | V=380.8V | Temp=24.3C | Fault=None
→ Published: EVSE-005 | V=389.3V | Temp=32.4C | Fault=None
→ Published: EVSE-001 | V=403.5V | Temp=35.0C | Fault=None
→ Published: EVSE-002 | V=415.6V | Temp=30.2C | Fault=None
→ Published: EVSE-003 | V=413.9V | Temp=20.7C | Fault=None
→ Published: EVSE-004 | V=403.4V | Temp=43.5C | Fault=None
→ Published: EVSE-005 | V=414.5V | Temp=31.6C | Fault=None
→ Published: EVSE-001 | V=408.2V | Temp=25.3C | Fault=None
→ Published: EVSE-002 | V=414.2V | Temp=28.8C | Fault=None
→ Published: EVSE-003 | V=397.5V | Temp=35.3C | Fault=None
→ Published: EVSE-004 | V=407.3V | Temp=24.2C | Fault=None
→ Published: EVSE-005 | V=402.0V | Temp=27.2C | Fault=None
→ Published: EVSE-001 | V=390.4V | Temp=32.8C | Fault=None
→ Published: EVSE-002 | V=407.9V | Temp=25.0C | Fault=None
→ Published: EVSE-003 | V=387.4V | Temp=35.2C | Fault=None
→ Published: EVSE-004 | V=394.6V | Temp=38.1C | Fault=None
→ Published: EVSE-005 | V=404.8V | Temp=28.2C | Fault=None
→ Published: EVSE-001 | V=411.3V | Temp=39.2C | Fault=None
→ Published: EVSE-002 | V=401.7V | Temp=39.0C | Fault=None
→ Published: EVSE-003 | V=419.6V | Temp=28.1C | Fault=None
→ Published: EVSE-004 | V=287.0V | Temp=71.6C | Fault=F001_OVERHEAT
→ Published: EVSE-005 | V=385.8V | Temp=20.1C | Fault=None
→ Published: EVSE-001 | V=312.4V | Temp=71.7C | Fault=F001_OVERHEAT
→ Published: EVSE-002 | V=408.3V | Temp=33.7C | Fault=None
→ Published: EVSE-003 | V=414.3V | Temp=32.4C | Fault=None
→ Published: EVSE-004 | V=388.1V | Temp=44.7C | Fault=None
→ Published: EVSE-005 | V=399.0V | Temp=39.7C | Fault=None
→ Published: EVSE-001 | V=406.4V | Temp=37.4C | Fault=None
→ Published: EVSE-002 | V=382.2V | Temp=38.4C | Fault=None
→ Published: EVSE-003 | V=384.1V | Temp=40.1C | Fault=None
→ Published: EVSE-004 | V=417.1V | Temp=40.8C | Fault=None
→ Published: EVSE-005 | V=403.1V | Temp=40.2C | Fault=None
→ Published: EVSE-001 | V=383.0V | Temp=32.1C | Fault=None
→ Published: EVSE-002 | V=395.9V | Temp=25.7C | Fault=None
→ Published: EVSE-003 | V=418.9V | Temp=41.0C | Fault=None
→ Published: EVSE-004 | V=401.2V | Temp=20.6C | Fault=None
→ Published: EVSE-005 | V=391.0V | Temp=30.7C | Fault=None
→ Published: EVSE-001 | V=418.1V | Temp=38.6C | Fault=None
→ Published: EVSE-002 | V=395.2V | Temp=27.3C | Fault=None
→ Published: EVSE-003 | V=397.0V | Temp=44.8C | Fault=None
→ Published: EVSE-004 | V=401.8V | Temp=29.8C | Fault=None
→ Published: EVSE-005 | V=414.3V | Temp=21.9C | Fault=None
→ Published: EVSE-001 | V=402.5V | Temp=24.6C | Fault=None
→ Published: EVSE-002 | V=392.7V | Temp=39.6C | Fault=None
→ Published: EVSE-003 | V=335.6V | Temp=77.0C | Fault=F002_UNDERVOLT
→ Published: EVSE-004 | V=383.4V | Temp=44.7C | Fault=None
→ Published: EVSE-005 | V=413.0V | Temp=40.0C | Fault=None
→ Published: EVSE-001 | V=385.6V | Temp=41.6C | Fault=None
→ Published: EVSE-002 | V=411.9V | Temp=39.2C | Fault=None
→ Published: EVSE-003 | V=397.8V | Temp=36.6C | Fault=None
→ Published: EVSE-004 | V=396.8V | Temp=32.4C | Fault=None
→ Published: EVSE-005 | V=400.9V | Temp=23.1C | Fault=None
→ Published: EVSE-001 | V=417.9V | Temp=22.6C | Fault=None
→ Published: EVSE-002 | V=412.2V | Temp=29.3C | Fault=None
→ Published: EVSE-003 | V=392.1V | Temp=43.1C | Fault=None
→ Published: EVSE-004 | V=381.2V | Temp=27.3C | Fault=None
→ Published: EVSE-005 | V=419.6V | Temp=27.6C | Fault=None
→ Published: EVSE-001 | V=396.6V | Temp=24.1C | Fault=None
→ Published: EVSE-002 | V=399.9V | Temp=35.0C | Fault=None
→ Published: EVSE-003 | V=386.0V | Temp=32.5C | Fault=None
→ Published: EVSE-004 | V=380.7V | Temp=31.7C | Fault=None
→ Published: EVSE-005 | V=386.9V | Temp=40.6C | Fault=None
→ Published: EVSE-001 | V=386.0V | Temp=28.7C | Fault=None
→ Published: EVSE-002 | V=415.2V | Temp=35.7C | Fault=None
→ Published: EVSE-003 | V=381.6V | Temp=28.0C | Fault=None
→ Published: EVSE-004 | V=395.1V | Temp=44.5C | Fault=None
→ Published: EVSE-005 | V=246.0V | Temp=65.1C | Fault=F001_OVERHEAT
→ Published: EVSE-001 | V=400.8V | Temp=23.4C | Fault=None
→ Published: EVSE-002 | V=408.8V | Temp=27.9C | Fault=None
→ Published: EVSE-003 | V=402.4V | Temp=30.0C | Fault=None
→ Published: EVSE-004 | V=381.4V | Temp=31.2C | Fault=None
→ Published: EVSE-005 | V=396.8V | Temp=28.7C | Fault=None
→ Published: EVSE-001 | V=388.4V | Temp=43.8C | Fault=None
→ Published: EVSE-002 | V=408.5V | Temp=42.7C | Fault=None
→ Published: EVSE-003 | V=410.9V | Temp=43.7C | Fault=None
